"state","sex","age","pop","year"
"New Jersey","Male","55 to 59 years",290889,2014
"New Mexico","Male","55 to 59 years",65504,2014
"New York","Male","55 to 59 years",622153,2014
"North Carolina","Male","55 to 59 years",302567,2014
"North Dakota","Male","55 to 59 years",24398,2014
"Ohio","Male","55 to 59 years",399414,2014
"Oklahoma","Male","55 to 59 years",120353,2014
"Oregon","Male","55 to 59 years",131389,2014
"Pennsylvania","Male","55 to 59 years",449698,2014
"Rhode Island","Male","55 to 59 years",35780,2014
"South Carolina","Male","55 to 59 years",148055,2014
"South Dakota","Male","55 to 59 years",28567,2014
"Tennessee","Male","55 to 59 years",207167,2014
"Texas","Male","55 to 59 years",742025,2014
"Utah","Male","55 to 59 years",70648,2014
"Vermont","Male","55 to 59 years",24646,2014
"Virginia","Male","55 to 59 years",257417,2014
"Washington","Male","55 to 59 years",228254,2014
"West Virginia","Male","55 to 59 years",67769,2014
"Wisconsin","Male","55 to 59 years",200953,2014
"Wyoming","Male","55 to 59 years",21916,2014
"Puerto Rico","Male","55 to 59 years",100779,2014
"Alabama","Male","60 and 61 years",58483,2014
"Alaska","Male","60 and 61 years",9338,2014
"Arizona","Male","60 and 61 years",71682,2014
"Arkansas","Male","60 and 61 years",35315,2014
"California","Male","60 and 61 years",407351,2014
"Colorado","Male","60 and 61 years",63326,2014
"Connecticut","Male","60 and 61 years",42954,2014
"Delaware","Male","60 and 61 years",10949,2014
"District of Columbia","Male","60 and 61 years",5918,2014
"Florida","Male","60 and 61 years",228357,2014
"Georgia","Male","60 and 61 years",103396,2014
"Hawaii","Male","60 and 61 years",19319,2014
"Idaho","Male","60 and 61 years",19250,2014
"Illinois","Male","60 and 61 years",146920,2014
"Indiana","Male","60 and 61 years",77226,2014
"Iowa","Male","60 and 61 years",39953,2014
"Kansas","Male","60 and 61 years",32830,2014
"Kentucky","Male","60 and 61 years",51776,2014
"Louisiana","Male","60 and 61 years",52830,2014
"Maine","Male","60 and 61 years",18976,2014
"Maryland","Male","60 and 61 years",67492,2014
"Massachusetts","Male","60 and 61 years",78151,2014
"Michigan","Male","60 and 61 years",126702,2014
"Minnesota","Male","60 and 61 years",64344,2014
"Mississippi","Male","60 and 61 years",32828,2014
"Missouri","Male","60 and 61 years",72731,2014
"Montana","Male","60 and 61 years",14387,2014
"Nebraska","Male","60 and 61 years",22947,2014
"Nevada","Male","60 and 61 years",32961,2014
"New Hampshire","Male","60 and 61 years",18332,2014
"New Jersey","Male","60 and 61 years",101225,2014
"New Mexico","Male","60 and 61 years",26473,2014
"New York","Male","60 and 61 years",224242,2014
"North Carolina","Male","60 and 61 years",110013,2014
"North Dakota","Male","60 and 61 years",8810,2014
"Ohio","Male","60 and 61 years",144241,2014
"Oklahoma","Male","60 and 61 years",43269,2014
"Oregon","Male","60 and 61 years",53249,2014
"Pennsylvania","Male","60 and 61 years",162095,2014
"Rhode Island","Male","60 and 61 years",12355,2014
"South Carolina","Male","60 and 61 years",56949,2014
"South Dakota","Male","60 and 61 years",10495,2014
"Tennessee","Male","60 and 61 years",77482,2014
"Texas","Male","60 and 61 years",261555,2014
"Utah","Male","60 and 61 years",24226,2014
"Vermont","Male","60 and 61 years",8985,2014
"Virginia","Male","60 and 61 years",94002,2014
"Washington","Male","60 and 61 years",84388,2014
"West Virginia","Male","60 and 61 years",27716,2014
"Wisconsin","Male","60 and 61 years",73018,2014
"Wyoming","Male","60 and 61 years",7755,2014
"Puerto Rico","Male","60 and 61 years",40480,2014
"Alabama","Male","62 to 64 years",80249,2014
"Alaska","Male","62 to 64 years",11509,2014
"Arizona","Male","62 to 64 years",102765,2014
"Arkansas","Male","62 to 64 years",47872,2014
"California","Male","62 to 64 years",542840,2014
"Colorado","Male","62 to 64 years",82675,2014
"Connecticut","Male","62 to 64 years",59273,2014
"Delaware","Male","62 to 64 years",15724,2014
"District of Columbia","Male","62 to 64 years",8332,2014
"Florida","Male","62 to 64 years",325426,2014
"Georgia","Male","62 to 64 years",146091,2014
"Hawaii","Male","62 to 64 years",24015,2014
"Idaho","Male","62 to 64 years",26381,2014
"Illinois","Male","62 to 64 years",197564,2014
"Indiana","Male","62 to 64 years",103753,2014
"Iowa","Male","62 to 64 years",52773,2014
"Kansas","Male","62 to 64 years",45540,2014
"Kentucky","Male","62 to 64 years",75027,2014
"Louisiana","Male","62 to 64 years",72611,2014
"Maine","Male","62 to 64 years",27509,2014
"Maryland","Male","62 to 64 years",91426,2014
"Massachusetts","Male","62 to 64 years",107414,2014
"Michigan","Male","62 to 64 years",170027,2014
"Minnesota","Male","62 to 64 years",87121,2014
"Mississippi","Male","62 to 64 years",46636,2014
"Missouri","Male","62 to 64 years",98730,2014
"Montana","Male","62 to 64 years",19961,2014
"Nebraska","Male","62 to 64 years",28363,2014
"Nevada","Male","62 to 64 years",45914,2014
"New Hampshire","Male","62 to 64 years",25434,2014
"New Jersey","Male","62 to 64 years",137123,2014
"New Mexico","Male","62 to 64 years",35639,2014
"New York","Male","62 to 64 years",304840,2014
"North Carolina","Male","62 to 64 years",155334,2014
"North Dakota","Male","62 to 64 years",11641,2014
"Ohio","Male","62 to 64 years",197027,2014
"Oklahoma","Male","62 to 64 years",59729,2014
"Oregon","Male","62 to 64 years",72456,2014
"Pennsylvania","Male","62 to 64 years",219580,2014
"Rhode Island","Male","62 to 64 years",17876,2014
"South Carolina","Male","62 to 64 years",82242,2014
"South Dakota","Male","62 to 64 years",14322,2014
"Tennessee","Male","62 to 64 years",106799,2014
"Texas","Male","62 to 64 years",351253,2014
"Utah","Male","62 to 64 years",33713,2014
"Vermont","Male","62 to 64 years",12608,2014
"Virginia","Male","62 to 64 years",130586,2014
"Washington","Male","62 to 64 years",117188,2014
"West Virginia","Male","62 to 64 years",37149,2014
"Wisconsin","Male","62 to 64 years",98048,2014
"Wyoming","Male","62 to 64 years",10321,2014
"Puerto Rico","Male","62 to 64 years",58641,2014
"Alabama","Male","65 and 66 years",47229,2014
"Alaska","Male","65 and 66 years",6481,2014
"Arizona","Male","65 and 66 years",65415,2014
"Arkansas","Male","65 and 66 years",29614,2014
"California","Male","65 and 66 years",314496,2014
"Colorado","Male","65 and 66 years",47839,2014
"Connecticut","Male","65 and 66 years",34450,2014
"Delaware","Male","65 and 66 years",9248,2014
"District of Columbia","Male","65 and 66 years",4368,2014
"Florida","Male","65 and 66 years",210961,2014
"Georgia","Male","65 and 66 years",84313,2014
"Hawaii","Male","65 and 66 years",15086,2014
"Idaho","Male","65 and 66 years",15696,2014
"Illinois","Male","65 and 66 years",110105,2014
"Indiana","Male","65 and 66 years",61056,2014
"Iowa","Male","65 and 66 years",28954,2014
"Kansas","Male","65 and 66 years",25454,2014
"Kentucky","Male","65 and 66 years",44530,2014
"Louisiana","Male","65 and 66 years",42908,2014
"Maine","Male","65 and 66 years",16210,2014
"Maryland","Male","65 and 66 years",52664,2014
"Massachusetts","Male","65 and 66 years",62237,2014
"Michigan","Male","65 and 66 years",97478,2014
"Minnesota","Male","65 and 66 years",49048,2014
"Mississippi","Male","65 and 66 years",27180,2014
"Missouri","Male","65 and 66 years",57324,2014
"Montana","Male","65 and 66 years",11637,2014
"Nebraska","Male","65 and 66 years",16752,2014
"Nevada","Male","65 and 66 years",28177,2014
"New Hampshire","Male","65 and 66 years",14648,2014
"New Jersey","Male","65 and 66 years",81897,2014
"New Mexico","Male","65 and 66 years",20621,2014
"New York","Male","65 and 66 years",174187,2014
"North Carolina","Male","65 and 66 years",93657,2014
"North Dakota","Male","65 and 66 years",6351,2014
"Ohio","Male","65 and 66 years",110362,2014
"Oklahoma","Male","65 and 66 years",35186,2014
"Oregon","Male","65 and 66 years",42516,2014
"Pennsylvania","Male","65 and 66 years",127536,2014
"Rhode Island","Male","65 and 66 years",10314,2014
"South Carolina","Male","65 and 66 years",49282,2014
"South Dakota","Male","65 and 66 years",8544,2014
"Tennessee","Male","65 and 66 years",63488,2014
"Texas","Male","65 and 66 years",206704,2014
"Utah","Male","65 and 66 years",18315,2014
"Vermont","Male","65 and 66 years",7259,2014
"Virginia","Male","65 and 66 years",76095,2014
"Washington","Male","65 and 66 years",68103,2014
"West Virginia","Male","65 and 66 years",21909,2014
"Wisconsin","Male","65 and 66 years",55221,2014
"Wyoming","Male","65 and 66 years",6157,2014
"Puerto Rico","Male","65 and 66 years",36250,2014
"Alabama","Male","67 to 69 years",60793,2014
"Alaska","Male","67 to 69 years",6320,2014
"Arizona","Male","67 to 69 years",82792,2014
"Arkansas","Male","67 to 69 years",37950,2014
"California","Male","67 to 69 years",378328,2014
"Colorado","Male","67 to 69 years",55571,2014
"Connecticut","Male","67 to 69 years",42963,2014
"Delaware","Male","67 to 69 years",12462,2014
"District of Columbia","Male","67 to 69 years",5529,2014
"Florida","Male","67 to 69 years",284520,2014
"Georgia","Male","67 to 69 years",104760,2014
"Hawaii","Male","67 to 69 years",17849,2014
"Idaho","Male","67 to 69 years",19862,2014
"Illinois","Male","67 to 69 years",138608,2014
"Indiana","Male","67 to 69 years",73330,2014
"Iowa","Male","67 to 69 years",35526,2014
"Kansas","Male","67 to 69 years",31396,2014
"Kentucky","Male","67 to 69 years",51748,2014
"Louisiana","Male","67 to 69 years",50420,2014
"Maine","Male","67 to 69 years",19056,2014
"Maryland","Male","67 to 69 years",64250,2014
"Massachusetts","Male","67 to 69 years",76465,2014
"Michigan","Male","67 to 69 years",121693,2014
"Minnesota","Male","67 to 69 years",59694,2014
"Mississippi","Male","67 to 69 years",34815,2014
"Missouri","Male","67 to 69 years",73253,2014
"Montana","Male","67 to 69 years",14531,2014
"Nebraska","Male","67 to 69 years",20516,2014
"Nevada","Male","67 to 69 years",34520,2014
"New Hampshire","Male","67 to 69 years",17147,2014
"New Jersey","Male","67 to 69 years",97854,2014
"New Mexico","Male","67 to 69 years",26311,2014
"New York","Male","67 to 69 years",215588,2014
"North Carolina","Male","67 to 69 years",119589,2014
"North Dakota","Male","67 to 69 years",7719,2014
"Ohio","Male","67 to 69 years",137463,2014
"Oklahoma","Male","67 to 69 years",45098,2014
"Oregon","Male","67 to 69 years",51110,2014
"Pennsylvania","Male","67 to 69 years",160396,2014
"Rhode Island","Male","67 to 69 years",11823,2014
"South Carolina","Male","67 to 69 years",64487,2014
"South Dakota","Male","67 to 69 years",9482,2014
"Tennessee","Male","67 to 69 years",82433,2014
"Texas","Male","67 to 69 years",250752,2014
"Utah","Male","67 to 69 years",24056,2014
"Vermont","Male","67 to 69 years",8657,2014
"Virginia","Male","67 to 69 years",94171,2014
"Washington","Male","67 to 69 years",81814,2014
"West Virginia","Male","67 to 69 years",27217,2014
"Wisconsin","Male","67 to 69 years",66832,2014
"Wyoming","Male","67 to 69 years",6960,2014
"Puerto Rico","Male","67 to 69 years",49614,2014
"Alabama","Male","70 to 74 years",76714,2014
"Alaska","Male","70 to 74 years",8450,2014
"Arizona","Male","70 to 74 years",115904,2014
"Arkansas","Male","70 to 74 years",50344,2014
"California","Male","70 to 74 years",493329,2014
"Colorado","Male","70 to 74 years",68090,2014
"Connecticut","Male","70 to 74 years",52756,2014
"Delaware","Male","70 to 74 years",16090,2014
"District of Columbia","Male","70 to 74 years",7481,2014
"Florida","Male","70 to 74 years",388582,2014
"Georgia","Male","70 to 74 years",127162,2014
"Hawaii","Male","70 to 74 years",21784,2014
"Idaho","Male","70 to 74 years",25408,2014
"Illinois","Male","70 to 74 years",177309,2014
"Indiana","Male","70 to 74 years",95166,2014
"Iowa","Male","70 to 74 years",49477,2014
"Kansas","Male","70 to 74 years",41152,2014
"Kentucky","Male","70 to 74 years",69503,2014
"Louisiana","Male","70 to 74 years",63742,2014
"Maine","Male","70 to 74 years",25316,2014
"Maryland","Male","70 to 74 years",80596,2014
"Massachusetts","Male","70 to 74 years",96091,2014
"Michigan","Male","70 to 74 years",155558,2014
"Minnesota","Male","70 to 74 years",78380,2014
"Mississippi","Male","70 to 74 years",45209,2014
"Missouri","Male","70 to 74 years",96381,2014
"Montana","Male","70 to 74 years",18692,2014
"Nebraska","Male","70 to 74 years",25962,2014
"Nevada","Male","70 to 74 years",46450,2014
"New Hampshire","Male","70 to 74 years",21127,2014
"New Jersey","Male","70 to 74 years",125466,2014
"New Mexico","Male","70 to 74 years",33823,2014
"New York","Male","70 to 74 years",278772,2014
"North Carolina","Male","70 to 74 years",147740,2014
"North Dakota","Male","70 to 74 years",10410,2014
"Ohio","Male","70 to 74 years",179421,2014
"Oklahoma","Male","70 to 74 years",60748,2014
"Oregon","Male","70 to 74 years",65134,2014
"Pennsylvania","Male","70 to 74 years",204490,2014
"Rhode Island","Male","70 to 74 years",15791,2014
"South Carolina","Male","70 to 74 years",81033,2014
"South Dakota","Male","70 to 74 years",12623,2014
"Tennessee","Male","70 to 74 years",104716,2014
"Texas","Male","70 to 74 years",314911,2014
"Utah","Male","70 to 74 years",31220,2014
"Vermont","Male","70 to 74 years",11207,2014
"Virginia","Male","70 to 74 years",117465,2014
"Washington","Male","70 to 74 years",101292,2014
"West Virginia","Male","70 to 74 years",35004,2014
"Wisconsin","Male","70 to 74 years",88456,2014
"Wyoming","Male","70 to 74 years",8367,2014
"Puerto Rico","Male","70 to 74 years",65728,2014
"Alabama","Male","75 to 79 years",54211,2014
"Alaska","Male","75 to 79 years",4650,2014
"Arizona","Male","75 to 79 years",83495,2014
"Arkansas","Male","75 to 79 years",36395,2014
"California","Male","75 to 79 years",354011,2014
"Colorado","Male","75 to 79 years",47657,2014
"Connecticut","Male","75 to 79 years",38437,2014
"Delaware","Male","75 to 79 years",11059,2014
"District of Columbia","Male","75 to 79 years",5065,2014
"Florida","Male","75 to 79 years",294212,2014
"Georgia","Male","75 to 79 years",84679,2014
"Hawaii","Male","75 to 79 years",15242,2014
"Idaho","Male","75 to 79 years",17333,2014
"Illinois","Male","75 to 79 years",126237,2014
"Indiana","Male","75 to 79 years",67054,2014
"Iowa","Male","75 to 79 years",36949,2014
"Kansas","Male","75 to 79 years",30016,2014
"Kentucky","Male","75 to 79 years",46870,2014
"Louisiana","Male","75 to 79 years",45985,2014
"Maine","Male","75 to 79 years",17647,2014
"Maryland","Male","75 to 79 years",55545,2014
"Massachusetts","Male","75 to 79 years",70392,2014
"Michigan","Male","75 to 79 years",109298,2014
"Minnesota","Male","75 to 79 years",57218,2014
"Mississippi","Male","75 to 79 years",31343,2014
"Missouri","Male","75 to 79 years",69380,2014
"Montana","Male","75 to 79 years",13079,2014
"Nebraska","Male","75 to 79 years",20456,2014
"Nevada","Male","75 to 79 years",30103,2014
"New Hampshire","Male","75 to 79 years",14948,2014
"New Jersey","Male","75 to 79 years",91032,2014
"New Mexico","Male","75 to 79 years",24156,2014
"New York","Male","75 to 79 years",203418,2014
"North Carolina","Male","75 to 79 years",101661,2014
"North Dakota","Male","75 to 79 years",8092,2014
"Ohio","Male","75 to 79 years",131289,2014
"Oklahoma","Male","75 to 79 years",42875,2014
"Oregon","Male","75 to 79 years",44285,2014
"Pennsylvania","Male","75 to 79 years",154642,2014
"Rhode Island","Male","75 to 79 years",10877,2014
"South Carolina","Male","75 to 79 years",52855,2014
"South Dakota","Male","75 to 79 years",9547,2014
"Tennessee","Male","75 to 79 years",70748,2014
"Texas","Male","75 to 79 years",221335,2014
"Utah","Male","75 to 79 years",22220,2014
"Vermont","Male","75 to 79 years",7613,2014
"Virginia","Male","75 to 79 years",79539,2014
"Washington","Male","75 to 79 years",67304,2014
"West Virginia","Male","75 to 79 years",25501,2014
"Wisconsin","Male","75 to 79 years",64153,2014
"Wyoming","Male","75 to 79 years",5906,2014
"Puerto Rico","Male","75 to 79 years",46342,2014
"Alabama","Male","80 to 84 years",35411,2014
"Alaska","Male","80 to 84 years",2902,2014
"Arizona","Male","80 to 84 years",56736,2014
"Arkansas","Male","80 to 84 years",22906,2014
"California","Male","80 to 84 years",258798,2014
"Colorado","Male","80 to 84 years",31573,2014
"Connecticut","Male","80 to 84 years",29718,2014
"Delaware","Male","80 to 84 years",7415,2014
"District of Columbia","Male","80 to 84 years",3530,2014
"Florida","Male","80 to 84 years",216282,2014
"Georgia","Male","80 to 84 years",51469,2014
"Hawaii","Male","80 to 84 years",11107,2014
"Idaho","Male","80 to 84 years",11394,2014
"Illinois","Male","80 to 84 years",92888,2014
"Indiana","Male","80 to 84 years",48802,2014
"Iowa","Male","80 to 84 years",27743,2014
"Kansas","Male","80 to 84 years",23114,2014
"Kentucky","Male","80 to 84 years",31009,2014
"Louisiana","Male","80 to 84 years",29531,2014
"Maine","Male","80 to 84 years",13014,2014
"Maryland","Male","80 to 84 years",38888,2014
